类型,根函数名,函数名,包含性样本,排除性样本,包含性样本 %,排除性样本 %,
"Root","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader",42,0,0.12,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","MySql.Data.MySqlClient.Driver.CloseQuery",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","MySql.Data.MySqlClient.Driver.Configure",41,0,0.12,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","[clr.dll]",7,7,0.02,0.02,
"Callee","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader",35,0,0.10,0.00,
"Root","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader",39,0,0.11,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","MySql.Data.MySqlClient.MySqlCommand.ExecuteDbDataReader",3,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","MySql.Data.MySqlClient.MySqlCommand.ExecuteNonQuery",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader",35,0,0.10,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","[clr.dll]",9,9,0.03,0.03,
"Callee","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","MySql.Data.MySqlClient.MySqlDataReader.NextResult",21,0,0.06,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","MySql.Data.MySqlClient.PreparableStatement.Execute",7,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader","MySql.Data.MySqlClient.PreparableStatement.ExecuteNext",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.MySqlCommand.ExecuteScalar","MySql.Data.MySqlClient.MySqlCommand.ExecuteScalar",4,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand.ExecuteScalar","MySql.Data.MySqlClient.Driver.GetTimeZoneOffset",4,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.ExecuteScalar","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.ExecuteScalar","MySql.Data.MySqlClient.MySqlDataReader.Dispose",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.ExecuteScalar","MySql.Data.MySqlClient.MySqlDataReader.Read",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.MySqlCommand.Finalize","MySql.Data.MySqlClient.MySqlCommand.Finalize",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.Finalize","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlCommand.set_Connection","MySql.Data.MySqlClient.MySqlCommand.set_Connection",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand.set_Connection","MySql.Data.MySqlClient.MySqlCommand..ctor",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.set_Connection","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnectAttrs.get_OS","MySql.Data.MySqlClient.MySqlConnectAttrs.get_OS",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnectAttrs.get_OS","[mscorlib.ni.dll]",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnectAttrs.get_OS","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnectAttrs.get_OSDetails","MySql.Data.MySqlClient.MySqlConnectAttrs.get_OSDetails",5,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnectAttrs.get_OSDetails","[mscorlib.ni.dll]",5,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnectAttrs.get_OSDetails","[System.Management.ni.dll]",5,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnectAttrs.get_Thread","MySql.Data.MySqlClient.MySqlConnectAttrs.get_Thread",6,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnectAttrs.get_Thread","[mscorlib.ni.dll]",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnectAttrs.get_Thread","[System.ni.dll]",6,6,0.02,0.02,
"Root","MySql.Data.MySqlClient.MySqlConnection..cctor","MySql.Data.MySqlClient.MySqlConnection..cctor",3,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnection..cctor","[clr.dll]",3,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection..cctor","[clr.dll]",3,3,0.01,0.01,
"Root","MySql.Data.MySqlClient.MySqlConnection..ctor","MySql.Data.MySqlClient.MySqlConnection..ctor",20,0,0.06,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnection..ctor","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet",20,0,0.06,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection..ctor","[clr.dll]",5,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.MySqlConnection..ctor","MySql.Data.MySqlClient.MySqlConnection.set_ConnectionString",15,0,0.04,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnection..ctor","MySql.Data.MySqlClient.MySqlConnection..ctor",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnection..ctor","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection..ctor","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnection.Close","MySql.Data.MySqlClient.MySqlConnection.Close",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnection.Close","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection.Close","MySql.Data.MySqlClient.MySqlConnection.CloseFully",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnection.CloseFully","MySql.Data.MySqlClient.MySqlConnection.CloseFully",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnection.CloseFully","MySql.Data.MySqlClient.MySqlConnection.Close",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection.CloseFully","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection.CloseFully","MySql.Data.MySqlClient.MySqlPool.ReleaseConnection",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnection.Open","MySql.Data.MySqlClient.MySqlConnection.Open",180,0,0.52,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnection.Open","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.PrepareCommand",180,0,0.52,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection.Open","[clr.dll]",13,13,0.04,0.04,
"Callee","MySql.Data.MySqlClient.MySqlConnection.Open","[System.Transactions.ni.dll]",13,13,0.04,0.04,
"Callee","MySql.Data.MySqlClient.MySqlConnection.Open","MySql.Data.MySqlClient.Driver.Configure",81,0,0.23,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection.Open","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.get_Server",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection.Open","MySql.Data.MySqlClient.MySqlPool.GetConnection",68,0,0.19,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection.Open","MySql.Data.MySqlClient.MySqlPoolManager.GetPool",4,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnection.set_ConnectionString","MySql.Data.MySqlClient.MySqlConnection.set_ConnectionString",15,0,0.04,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnection.set_ConnectionString","MySql.Data.MySqlClient.MySqlConnection..ctor",15,0,0.04,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection.set_ConnectionString","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnection.set_ConnectionString","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..ctor",14,0,0.04,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnectionStringBuilder..cctor","MySql.Data.MySqlClient.MySqlConnectionStringBuilder..cctor",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnectionStringBuilder..cctor","[clr.dll]",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnectionStringBuilder..cctor","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnectionStringBuilder.set_Item","MySql.Data.MySqlClient.MySqlConnectionStringBuilder.set_Item",10,0,0.03,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnectionStringBuilder.set_Item","[System.Data.ni.dll]",10,0,0.03,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnectionStringBuilder.set_Item","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.MySqlConnectionStringBuilder.set_Item","MySql.Data.MySqlClient.MySqlConnectionStringOption+<>c.<.ctor>b__6_0",8,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnectionStringOption..ctor","MySql.Data.MySqlClient.MySqlConnectionStringOption..ctor",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnectionStringOption..ctor","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..cctor",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnectionStringOption..ctor","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlConnectionStringOption+<>c.<.ctor>b__6_0","MySql.Data.MySqlClient.MySqlConnectionStringOption+<>c.<.ctor>b__6_0",8,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.MySqlConnectionStringOption+<>c.<.ctor>b__6_0","MySql.Data.MySqlClient.MySqlConnectionStringBuilder.set_Item",8,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.MySqlConnectionStringOption+<>c.<.ctor>b__6_0","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.MySqlConnectionStringOption+<>c.<.ctor>b__6_0","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.SetInternalValue",6,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.MySqlDataReader.Close","MySql.Data.MySqlClient.MySqlDataReader.Close",8,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.Close","MySql.Data.MySqlClient.MySqlDataReader.Dispose",8,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.Close","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.Close","MySql.Data.MySqlClient.MySqlCommand.Close",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.Close","MySql.Data.MySqlClient.MySqlDataReader.NextResult",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlDataReader.Dispose","MySql.Data.MySqlClient.MySqlDataReader.Dispose",9,0,0.03,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.Dispose","MySql.Data.MySqlClient.Driver.LoadServerProperties",8,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.Dispose","MySql.Data.MySqlClient.Driver.ReportWarnings",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.Dispose","MySql.Data.MySqlClient.MySqlCommand.ExecuteScalar",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.Dispose","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.Dispose","MySql.Data.MySqlClient.MySqlDataReader.Close",8,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.MySqlDataReader.get_Item","MySql.Data.MySqlClient.MySqlDataReader.get_Item",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.get_Item","MySql.Data.MySqlClient.Driver.LoadCharacterSets",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.get_Item","MySql.Data.MySqlClient.MySqlDataReader.GetOrdinal",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlDataReader.GetFieldValue","MySql.Data.MySqlClient.MySqlDataReader.GetFieldValue",8,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.GetFieldValue","MySql.Data.MySqlClient.MySqlDataReader.GetString",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.GetFieldValue","MySql.Data.MySqlClient.MySqlDataReader.GetValue",7,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.GetFieldValue","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.GetFieldValue","MySql.Data.MySqlClient.ResultSet.get_Item",7,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.MySqlDataReader.GetOrdinal","MySql.Data.MySqlClient.MySqlDataReader.GetOrdinal",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.GetOrdinal","MySql.Data.MySqlClient.MySqlDataReader.get_Item",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.GetOrdinal","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlDataReader.GetString","MySql.Data.MySqlClient.MySqlDataReader.GetString",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.GetString","MySql.Data.MySqlClient.Driver.LoadServerProperties",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.GetString","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.GetString","MySql.Data.MySqlClient.MySqlDataReader.GetFieldValue",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlDataReader.GetValue","MySql.Data.MySqlClient.MySqlDataReader.GetValue",9,1,0.03,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.GetValue","MySql.Data.MySqlClient.MySqlDataReader.GetValues",9,1,0.03,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.GetValue","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.GetValue","MySql.Data.MySqlClient.MySqlDataReader.GetFieldValue",7,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.MySqlDataReader.GetValues","MySql.Data.MySqlClient.MySqlDataReader.GetValues",9,0,0.03,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.GetValues","[System.Data.ni.dll]",9,0,0.03,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.GetValues","MySql.Data.MySqlClient.MySqlDataReader.GetValue",9,1,0.03,0.00,
"Root","MySql.Data.MySqlClient.MySqlDataReader.NextResult","MySql.Data.MySqlClient.MySqlDataReader.NextResult",22,0,0.06,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.NextResult","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader",21,0,0.06,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.NextResult","MySql.Data.MySqlClient.MySqlDataReader.Close",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.NextResult","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.NextResult","MySql.Data.MySqlClient.Driver.NextResult",19,0,0.05,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.NextResult","MySql.Data.MySqlClient.ResultSet.Close",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlDataReader.Read","MySql.Data.MySqlClient.MySqlDataReader.Read",14,0,0.04,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.Read","MySql.Data.MySqlClient.Driver.LoadCharacterSets",4,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.Read","MySql.Data.MySqlClient.Driver.LoadServerProperties",6,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.Read","MySql.Data.MySqlClient.Driver.ReportWarnings",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlDataReader.Read","MySql.Data.MySqlClient.MySqlCommand.ExecuteScalar",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.Read","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlDataReader.Read","MySql.Data.MySqlClient.ResultSet.NextRow",13,0,0.04,0.00,
"Root","MySql.Data.MySqlClient.MySqlField.GetIMySqlValue","MySql.Data.MySqlClient.MySqlField.GetIMySqlValue",1,1,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlField.GetIMySqlValue","MySql.Data.MySqlClient.MySqlField.GetValueObject",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlField.GetValueObject","MySql.Data.MySqlClient.MySqlField.GetValueObject",5,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlField.GetValueObject","MySql.Data.MySqlClient.ResultSet.LoadColumns",5,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlField.GetValueObject","[clr.dll]",4,4,0.01,0.01,
"Callee","MySql.Data.MySqlClient.MySqlField.GetValueObject","MySql.Data.MySqlClient.MySqlField.GetIMySqlValue",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlField.SetTypeAndFlags","MySql.Data.MySqlClient.MySqlField.SetTypeAndFlags",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlField.SetTypeAndFlags","MySql.Data.MySqlClient.NativeDriver.GetColumnData",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlField.SetTypeAndFlags","[clr.dll]",2,2,0.01,0.01,
"Root","MySql.Data.MySqlClient.MySqlPacket.ReadInteger","MySql.Data.MySqlClient.MySqlPacket.ReadInteger",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPacket.ReadInteger","MySql.Data.MySqlClient.NativeDriver.Open",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPacket.ReadInteger","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlPacket.ReadString","MySql.Data.MySqlClient.MySqlPacket.ReadString",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPacket.ReadString","MySql.Data.Types.MySqlString.MySql.Data.Types.IMySqlValue.ReadValue",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPacket.ReadString","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlPacket.WriteLenString","MySql.Data.MySqlClient.MySqlPacket.WriteLenString",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPacket.WriteLenString","MySql.Data.MySqlClient.NativeDriver.SetConnectAttrs",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPacket.WriteLenString","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlParameterCollection..ctor","MySql.Data.MySqlClient.MySqlParameterCollection..ctor",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlParameterCollection..ctor","MySql.Data.MySqlClient.MySqlCommand..ctor",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlParameterCollection..ctor","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlPool..ctor","MySql.Data.MySqlClient.MySqlPool..ctor",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPool..ctor","MySql.Data.MySqlClient.MySqlPoolManager.GetPool",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPool..ctor","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlPool.Clear","MySql.Data.MySqlClient.MySqlPool.Clear",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPool.Clear","MySql.Data.MySqlClient.MySqlPoolManager.ClearPoolByText",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPool.Clear","MySql.Data.MySqlClient.Driver.Close",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.MySqlPool.CreateNewPooledConnection","MySql.Data.MySqlClient.MySqlPool.CreateNewPooledConnection",66,0,0.19,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPool.CreateNewPooledConnection","MySql.Data.MySqlClient.MySqlPool.TryToGetDriver",66,0,0.19,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPool.CreateNewPooledConnection","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.MySqlPool.CreateNewPooledConnection","MySql.Data.MySqlClient.Driver.Create",64,0,0.18,0.00,
"Root","MySql.Data.MySqlClient.MySqlPool.GetConnection","MySql.Data.MySqlClient.MySqlPool.GetConnection",68,0,0.19,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPool.GetConnection","MySql.Data.MySqlClient.MySqlConnection.Open",68,0,0.19,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPool.GetConnection","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPool.GetConnection","MySql.Data.MySqlClient.MySqlPool.TryToGetDriver",67,0,0.19,0.00,
"Root","MySql.Data.MySqlClient.MySqlPool.GetPooledConnection","MySql.Data.MySqlClient.MySqlPool.GetPooledConnection",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPool.GetPooledConnection","MySql.Data.MySqlClient.MySqlPool.TryToGetDriver",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPool.GetPooledConnection","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlPool.ReleaseConnection","MySql.Data.MySqlClient.MySqlPool.ReleaseConnection",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPool.ReleaseConnection","MySql.Data.MySqlClient.MySqlConnection.CloseFully",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPool.ReleaseConnection","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlPool.TryToGetDriver","MySql.Data.MySqlClient.MySqlPool.TryToGetDriver",67,0,0.19,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPool.TryToGetDriver","MySql.Data.MySqlClient.MySqlPool.GetConnection",67,0,0.19,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPool.TryToGetDriver","MySql.Data.MySqlClient.MySqlPool.CreateNewPooledConnection",66,0,0.19,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPool.TryToGetDriver","MySql.Data.MySqlClient.MySqlPool.GetPooledConnection",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlPoolManager.ClearAllPools","MySql.Data.MySqlClient.MySqlPoolManager.ClearAllPools",3,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPoolManager.ClearAllPools","MySql.Data.MySqlClient.MySqlPoolManager.EnsureClearingPools",3,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPoolManager.ClearAllPools","MySql.Data.MySqlClient.MySqlPoolManager.ClearPoolByText",3,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.MySqlPoolManager.ClearPoolByText","MySql.Data.MySqlClient.MySqlPoolManager.ClearPoolByText",3,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPoolManager.ClearPoolByText","MySql.Data.MySqlClient.MySqlPoolManager.ClearAllPools",3,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPoolManager.ClearPoolByText","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPoolManager.ClearPoolByText","MySql.Data.MySqlClient.MySqlPool.Clear",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.MySqlPoolManager.EnsureClearingPools","MySql.Data.MySqlClient.MySqlPoolManager.EnsureClearingPools",4,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPoolManager.EnsureClearingPools","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPoolManager.EnsureClearingPools","MySql.Data.MySqlClient.MySqlPoolManager.ClearAllPools",3,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.MySqlPoolManager.GetKey","MySql.Data.MySqlClient.MySqlPoolManager.GetKey",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPoolManager.GetKey","MySql.Data.MySqlClient.MySqlPoolManager.GetPool",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPoolManager.GetKey","[System.Data.ni.dll]",2,2,0.01,0.01,
"Root","MySql.Data.MySqlClient.MySqlPoolManager.GetPool","MySql.Data.MySqlClient.MySqlPoolManager.GetPool",4,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlPoolManager.GetPool","MySql.Data.MySqlClient.MySqlConnection.Open",4,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPoolManager.GetPool","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPoolManager.GetPool","MySql.Data.MySqlClient.MySqlPool..ctor",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlPoolManager.GetPool","MySql.Data.MySqlClient.MySqlPoolManager.GetKey",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.MySqlStream..ctor","MySql.Data.MySqlClient.MySqlStream..ctor",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlStream..ctor","MySql.Data.MySqlClient.NativeDriver.Open",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlStream..ctor","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlStream.LoadPacket","MySql.Data.MySqlClient.MySqlStream.LoadPacket",9,0,0.03,0.00,
"Caller","MySql.Data.MySqlClient.MySqlStream.LoadPacket","MySql.Data.MySqlClient.MySqlStream.ReadPacket",9,0,0.03,0.00,
"Callee","MySql.Data.MySqlClient.MySqlStream.LoadPacket","MySql.Data.MySqlClient.MySqlStream.ReadFully",9,0,0.03,0.00,
"Root","MySql.Data.MySqlClient.MySqlStream.ReadFully","MySql.Data.MySqlClient.MySqlStream.ReadFully",9,0,0.03,0.00,
"Caller","MySql.Data.MySqlClient.MySqlStream.ReadFully","MySql.Data.MySqlClient.MySqlStream.LoadPacket",9,0,0.03,0.00,
"Callee","MySql.Data.MySqlClient.MySqlStream.ReadFully","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.MySqlStream.ReadFully","MySql.Data.MySqlClient.TimedStream.Read",7,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.MySqlStream.ReadPacket","MySql.Data.MySqlClient.MySqlStream.ReadPacket",10,0,0.03,0.00,
"Caller","MySql.Data.MySqlClient.MySqlStream.ReadPacket","MySql.Data.MySqlClient.NativeDriver.FetchDataRow",6,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.MySqlStream.ReadPacket","MySql.Data.MySqlClient.NativeDriver.GetResult",1,0,0.00,0.00,
